EMPLID,Name,AcademicPlan,Grad Year
5406452,"pexpr,tnzde",F100-2208,20-21
4792766,"tsqjb,prpmc",F100-2208,20-21
1250259,"zxnan,yqllp",F100-2208,20-21
7859312,"gqegr,jskge",F100-2208,20-21
2862398,"gttjf,kxeyy",F100-2208,19-20
1518993,"kprqv,kdswx",F100-2208,19-20
3595905,"yjgum,ixkhl",F100-2208,19-20
7961691,"wjlqn,asmug",F100-2208,19-20
2838543,"lkvmd,hntpl",F100-2208,20-21
9586183,"ptktv,hruuv",F100-2208,20-21
7853603,"fduit,fiwjx",F100-2208,19-20
7065445,"tezel,unvom",F100-2208,20-21
2288388,"yeinu,tjrfl",F100-2208,19-20
8901475,"qxsyc,dibns",F100-2208,20-21
7090922,"rjhei,njuhh",F100-2208,20-21
2474259,"lsmif,xlvkj",F100-2208,20-21
3989391,"llevs,gtmie",F100-2208,20-21
9004840,"lzpdp,tbyjy",F100-2208,20-21
9341995,"noail,eajfc",F100-2208,20-21
4721467,"pzrty,xaptp",F100-2208,20-21
2550723,"ycasf,kfblt",F100-2208,20-21
2862285,"yydmh,qqxns",F100-2208,20-21
7871756,"tdnrx,mtffx",F100-2208,19-20
9399954,"mwpcb,kswtx",F100-2208,20-21
4312388,"sfjsg,jiwzw",F100-2208,19-20
7609996,"jbfel,igncp",F100-2208,20-21
9167358,"ovqwy,xaahy",F100-2208,20-21
5421571,"nxmpv,pwfky",F100-2208,19-20
7905446,"igroj,gsyjs",F100-2208,19-20
4540669,"loowx,strhl",F100-2208,19-20
7539159,"xufzc,xdbxv",F100-2208,19-20
2875298,"njgbz,chlfa",F100-2208,19-20
4929625,"xgwrx,vaply",F100-2208,19-20
3416084,"teevu,slbaj",F100-2208,20-21
3244397,"kpchy,rlwdv",F100-2208,19-20
4548840,"voqmh,wvobs",F100-2208,19-20
1678138,"dykem,oelgo",F100-2208,19-20
9536711,"edqih,xwizt",F100-2208,20-21
6793221,"zdjhj,gufuh",F100-2208,19-20
1664330,"oytcr,irhnt",F100-2208,20-21
3175734,"zthjq,awgzh",F100-2208,20-21
4603632,"invwb,oofsn",F100-2208,20-21
3639098,"qlurn,bjgkp",F100-2208,19-20
3120304,"cfdnd,uoqkq",F100-2208,20-21
2752248,"wagcn,yfudz",F100-2208,20-21
7279891,"pswxy,vaofj",F100-2208,20-21
8632943,"ntcih,hzdeu",F100-2208,19-20
0643505,"cmuzv,zqkcj",F100-2208,20-21
7658429,"ujlet,uolmz",F100-2208,19-20
9145914,"vtemj,fviou",F100-2208,19-20
0533810,"ahqxa,cnyhi",F100-2208,19-20
8539798,"oyajh,boaub",F100-2208,19-20
4974562,"xvewr,kmwdn",F100-2208,19-20
0426790,"sxpie,plcgz",F100-2208,19-20
7377383,"bjgrt,yvjob",F100-2208,20-21
1858979,"avyri,javdm",F100-2208,19-20
1511390,"dfrzg,ytmqt",F100-2208,20-21
3284036,"ymwkr,yqshv",F100-2208,19-20
2422806,"mwozr,gfkoe",F100-2208,20-21
6166202,"vdmid,zwmbl",F100-2208,19-20
6469844,"pegoa,ixlsr",F100-2208,20-21
4578561,"rfgin,voxiu",F100-2208,20-21
9747719,"brmvv,nrtdl",F100-2208,20-21
7530435,"vtffg,krusk",F100-2208,20-21
2318368,"plden,wzyax",F100-2208,20-21
6464146,"cwupk,tswuy",F100-2208,19-20
0401124,"fkofu,dcsxl",F100-2208,19-20
3821013,"ucsnr,ytzbr",F100-2208,19-20
2501486,"iqvts,udqhf",F100-2208,20-21
4893003,"jkoyw,yhuxj",F100-2208,20-21
1185754,"rvvyy,pcfsn",F100-2208,19-20
7950438,"ilrlx,madfq",F100-2208,20-21
5719894,"icuut,jmjkn",F100-2208,19-20
4014886,"vhhbe,smtgh",F100-2208,20-21
5854470,"fbjqy,dldyh",F100-2208,20-21
4413420,"twglo,hjhkl",F100-2208,20-21
8865623,"varxz,klbxn",F100-2208,20-21
7335644,"tujnv,edpfg",F100-2208,19-20
7959560,"dizzt,eqlql",F100-2208,20-21
1554971,"qhpjg,arcyb",F100-2208,20-21
7553227,"nlnsg,jpjso",F100-2208,19-20
3600411,"memsw,gpacq",F100-2208,19-20
2916858,"oqblo,hfinh",F100-2208,19-20
9520057,"jsheg,lswmt",F100-2208,20-21
1880102,"pmxtf,licyt",F100-2208,19-20
6272308,"cfuov,rnofc",F100-2208,20-21
5141421,"fxgdg,kriqy",F100-2208,20-21
2477863,"jnibt,ywqxz",F100-2208,20-21
2500754,"tboxc,qcphi",F100-2208,20-21
6385423,"izmxg,byxdv",F100-2208,20-21
1486351,"mcwst,bpcbi",F100-2208,20-21
5001754,"omzdj,xhosy",F100-2208,20-21
0473390,"xguib,rvhqj",F100-2208,19-20
0209910,"gpfuy,suduf",F100-2208,20-21
4205189,"pjeri,pavfn",F100-2208,19-20
8190718,"qsbpz,daxas",F100-2208,19-20
1017328,"jokqa,fnwji",F100-2208,19-20
8445407,"ptrib,grdas",F100-2208,20-21
4699825,"inxqo,fyanc",F100-2208,19-20
1816448,"esgcu,kmxke",F100-2208,20-21
3779979,"shvzf,wfqfa",F100-2208,20-21
5892693,"mfgbf,uwpbi",F100-2208,19-20
2445069,"lzaly,cqeiw",F100-2208,20-21
4196410,"pbcdi,rcdsm",F100-2208,19-20
5577202,"tsjwn,pkyag",F100-2208,20-21
3165282,"akkxt,yznwj",F100-2208,19-20
7329099,"mgmis,pjfjx",F100-2208,19-20
0660653,"jslkp,nhzev",F100-2208,20-21
8977652,"nolvh,bsnxq",F100-2208,19-20
1274185,"pqzix,cjszx",F100-2208,20-21
6899272,"ywaca,mlwoq",F100-2208,19-20
7289360,"gjwub,ldmrw",F100-2208,19-20
0394061,"zrhpa,pbcul",F100-2208,19-20
8068781,"mxssm,seoee",F100-2208,20-21
6164534,"sxkbw,rgzzc",F100-2208,19-20
2345250,"edxbt,sjhjv",F100-2208,20-21
3628635,"poapl,hcube",F100-2208,19-20
5059869,"zajbm,kgodp",F100-2208,19-20
1956943,"dtjfl,ihmss",F100-2208,20-21
7553697,"bnsjt,swuzk",F100-2208,19-20
0649466,"gxnig,suxdr",F100-2208,20-21
2946526,"cxuzt,zmlix",F100-2208,19-20
9912638,"yesqj,kzwmd",F100-2208,20-21
5913822,"xwrvc,nltol",F100-2208,20-21
8344064,"gyuwz,iwkgk",F100-2208,19-20
7690803,"lhpvg,qjgnd",F100-2208,19-20
0686820,"tbpdx,zsrul",F100-2208,20-21
2438950,"hjxjh,svclb",F100-2208,20-21
7129624,"cufmb,twlbg",F100-2208,19-20
7169200,"rkxsd,sqwmb",F100-2208,20-21
2959439,"oybvq,vbiiz",F100-2208,20-21
3662774,"cwdlu,keuqh",F100-2208,20-21
0990461,"zaaak,hptwd",F100-2208,19-20
8268340,"hthfv,hidok",F100-2208,19-20
6356408,"dfopa,xcfwv",F100-2208,20-21
9324140,"fzuat,ugdrc",F100-2208,20-21
9669235,"iumge,bapao",F100-2208,19-20
1981725,"todzi,ozyue",F100-2208,19-20
7031632,"kbvuh,mjbqc",F100-2208,19-20
6185056,"uxkag,iffwo",F100-2208,20-21
6150419,"fdyjl,pmvoi",F100-2208,20-21
0998294,"wbwgw,rfcef",F100-2208,20-21
5113949,"uawli,qynzt",F100-2208,19-20
2804747,"hdfba,muzfp",F100-2208,20-21
7472126,"pyuxx,ygtup",F100-2208,19-20
4927903,"amshm,dtbft",F100-2208,20-21
6479087,"eryut,pjqwg",F100-2208,20-21
2727024,"lgrtb,wansr",F100-2208,19-20
8829623,"vfekv,uyzrx",F100-2208,20-21
3174353,"vqrhx,rugkn",F100-2208,20-21
5343768,"xisfw,vqvic",F100-2208,19-20
3357934,"folhe,rbzis",F100-2208,20-21
3461950,"rdrho,jtsis",F100-2208,19-20
3920041,"jkhgr,dosjn",F100-2208,19-20
5759388,"kwxis,bdoff",F100-2208,19-20
3558943,"oyvdx,wjsin",F100-2208,19-20
2045127,"wrbnd,agggo",F100-2208,20-21
6914473,"inygi,woqyy",F100-2208,20-21
4976540,"psivk,npygq",F100-2208,19-20
7791117,"gbeys,fqznd",F100-2208,20-21
4474456,"kjuvd,mnycq",F100-2208,20-21
7202540,"ehhff,fasuy",F100-2208,20-21
9236102,"znwto,xeead",F100-2208,20-21
7080016,"zekkg,rgcsc",F100-2208,20-21
4006794,"vvpvj,vzstc",F100-2208,20-21
3202183,"yzaxq,wzkgd",F100-2208,19-20
0493565,"rlgtn,ftjjy",F100-2208,20-21
4087567,"uqchy,maeys",F100-2208,19-20
5158814,"tnyui,djnjc",F100-2208,19-20
6725536,"imson,ifeud",F100-2208,19-20
2476237,"ngirt,ltovl",F100-2208,20-21
5764744,"izxpc,qdyft",F100-2208,19-20
3144922,"ejxnv,sxozl",F100-2208,20-21
3372067,"xgfhu,reczq",F100-2208,19-20
3815914,"muatz,zilmn",F100-2208,20-21
5918120,"lkjgu,cbynh",F100-2208,19-20
6062130,"ogtku,trfke",F100-2208,20-21
6187013,"dqogq,qxbbm",F100-2208,19-20
7808074,"vscuv,npiar",F100-2208,20-21
2636769,"glpho,sbyap",F100-2208,19-20
8517356,"ajtsz,dieuw",F100-2208,19-20
8364337,"lfjui,kvjvj",F100-2208,20-21
6622184,"ppyjy,nduoz",F100-2208,20-21
7184222,"cnpwn,toqpw",F100-2208,20-21
3785661,"neqea,ivrhf",F100-2208,20-21
7807234,"mavkl,rvxrm",F100-2208,19-20
8993453,"oqrov,riwqv",F100-2208,20-21
5986032,"vkvvu,ixeil",F100-2208,19-20
2103648,"lapef,tqgib",F100-2208,20-21
5239779,"ubyhv,tafde",F100-2208,19-20
4846374,"jjpmd,wdjfj",F100-2208,19-20
8909587,"futbi,bmpcy",F100-2208,20-21
2883885,"ncngk,bwfcj",F100-2208,19-20
9529788,"tmdlp,btfzo",F100-2208,20-21
8435603,"cwqao,grsje",F100-2208,19-20
2537349,"inzfh,hwixc",F100-2208,19-20
5354875,"econl,ceppy",F100-2208,19-20
2261793,"yohcq,dexlw",F100-2208,20-21
3201926,"gzxbg,cfdjk",F100-2208,20-21
5661015,"coihx,wbdpk",F100-2208,19-20
1974242,"evbwf,jcemn",F100-2208,19-20
8734118,"mnemy,afucp",F100-2208,20-21
7934512,"yxeop,opqsv",F100-2208,20-21
0826934,"ynsty,ewtjk",F100-2208,19-20
5200594,"eqnkn,vusjt",F100-2208,20-21
6746608,"iqmpe,fvqbz",F100-2208,19-20
7305581,"snzhg,xqdfg",F100-2208,19-20
5690237,"eyvlk,txlvz",F100-2208,19-20
0602335,"dzmsj,jbnit",F100-2208,19-20
1802636,"kufcw,ukosp",F100-2208,20-21
3394082,"qyzco,dhqvr",F100-2208,19-20
1695117,"fdqai,sgwbc",F100-2208,20-21
3554549,"bydng,sjkds",F100-2208,20-21
2157494,"gykgb,dqnrf",F100-2208,19-20
0682404,"vhodh,qbzwj",F100-2208,19-20
2962260,"kfbmy,thgeo",F100-2208,20-21
5854818,"xjjqq,qgvdk",F100-2208,20-21
0343665,"ihcha,jxjyg",F100-2208,19-20
3466007,"nmzhb,begcb",F100-2208,20-21
4163050,"mvvyw,mbaev",F100-2208,20-21
0741186,"wxjtc,rnvke",F100-2208,20-21
5065881,"txers,kztmi",F100-2208,20-21
8260952,"ljmkv,gywig",F100-2208,19-20
9256665,"dnejb,lhbyr",F100-2208,20-21
9385148,"xyuun,smwrk",F100-2208,19-20
7343403,"dpxvh,jryrv",F100-2208,19-20
3129866,"ttlzz,qqicf",F100-2208,19-20
8594347,"owzvh,pkmdj",F100-2208,20-21
7081803,"zhsyq,vvcgx",F100-2208,20-21
3275563,"hljvs,seaiv",F100-2208,20-21
4925012,"eihcf,opaju",F100-2208,20-21
2245396,"dvzjf,pfgml",F100-2208,20-21
8435030,"ozwjo,lnfsk",F100-2208,19-20
9832374,"mtsdu,sabrq",F100-2208,19-20
4435326,"dhecy,fzlsc",F100-2208,19-20
6557565,"kkjuu,zlbse",F100-2208,20-21
2440351,"qoaxp,mqxfy",F100-2208,20-21
1179172,"qfhin,zzfwt",F100-2208,19-20
2425743,"yraua,zussb",F100-2208,19-20
6782050,"ylail,dpdwf",F100-2208,19-20
5713009,"qgyjz,ldhix",F100-2208,20-21
8225706,"plpfp,hmkzg",F100-2208,20-21
7730318,"mgfrs,pqjha",F100-2208,19-20
0998144,"yethb,dkhzj",F100-2208,19-20
2140391,"hojcp,xylyr",F100-2208,20-21
3375592,"uytuq,bigsn",F100-2208,19-20
2120391,"daxry,wryha",F100-2208,20-21
4836578,"skmzu,ykjsy",F100-2208,19-20
7852176,"rztvd,bzlot",F100-2208,19-20
0422210,"nwyud,kwjoc",F100-2208,20-21
7203786,"rwnbb,dgbaa",F100-2208,20-21
8402743,"eeazx,zituo",F100-2208,20-21
1191714,"aslut,lxlkw",F100-2208,20-21
5389022,"ffcde,bhihp",F100-2208,19-20
6129106,"ofqqo,vihku",F100-2208,20-21
1141950,"osewx,rbtcj",F100-2208,20-21
2936365,"gffoh,fnhkq",F100-2208,20-21
7922745,"agfss,furkk",F100-2208,20-21
4521168,"daqkl,uvqkr",F100-2208,20-21
7481586,"kvccy,ilfcw",F100-2208,20-21
4050231,"mvasg,qvqrp",F100-2208,19-20
3058906,"cqxck,vfnyf",F100-2208,20-21
3235303,"rvuoc,ggvba",F100-2208,20-21
5365664,"uecfg,qytag",F100-2208,20-21
0479150,"ndymf,ljnvw",F100-2208,19-20
4393146,"sfzwa,jwupv",F100-2208,20-21
9890901,"rncae,uukkh",F100-2208,20-21
8555372,"gtnly,dgtjv",F100-2208,20-21
8728467,"ltnjk,dpqyy",F100-2208,20-21
5128693,"arycr,pebkw",F100-2208,20-21
3485369,"urpeh,rtusw",F100-2208,19-20
1557517,"sqynz,lhycz",F100-2208,20-21
0245728,"dtnfl,ibofn",F100-2208,19-20
1178105,"ngtfx,haoqo",F100-2208,19-20
7256364,"owsvj,jthhy",F100-2208,19-20
6474719,"piljh,cbmxe",F100-2208,19-20
7100151,"hgkpk,behzt",F100-2208,19-20
5384414,"oosjf,ifdxu",F100-2208,20-21
4737540,"ncqff,dubxw",F100-2208,20-21
2837542,"rcssr,cblke",F100-2208,20-21
9207257,"cbxyr,oqmkp",F100-2208,20-21
3839803,"vvnzd,fissx",F100-2208,19-20
9543827,"xodko,qretz",F100-2208,19-20
5291173,"ropbp,mkdmv",F100-2208,19-20
1493529,"rikml,gdrui",F100-2208,20-21
7158022,"dcgiy,urkys",F100-2208,20-21
8481383,"rvxxn,dmcby",F100-2208,19-20
8671323,"pzlme,garlq",F100-2208,20-21
3252826,"cgwxr,wbizy",F100-2208,20-21
8017029,"wixdd,fqhmy",F100-2208,20-21
0665031,"dkuku,amrgn",F100-2208,19-20
4285757,"pueze,fxkqs",F100-2208,19-20
8602518,"sezhg,ezhvf",F100-2208,20-21
1866046,"bchji,kjrfh",F100-2208,19-20
8505748,"atxqt,vdvfm",F100-2208,20-21
7194245,"kcygr,zeneg",F100-2208,20-21
5444094,"xiaed,moebx",F100-2208,19-20
8132387,"sbias,foklf",F100-2208,19-20
9985427,"ioovr,edbpf",F100-2208,20-21
5444529,"oocsi,puost",F100-2208,20-21
8025070,"usvob,boadp",F100-2208,20-21
3433909,"xfwrx,gglaf",F100-2208,20-21
3600698,"tlwhh,tbsnq",F100-2208,19-20
1887138,"zkebr,wdrax",F100-2208,19-20
9105432,"lkuru,hxcdq",F100-2208,20-21
9849246,"qalvn,ocugi",F100-2208,20-21
6572108,"vvtgn,wugyk",F100-2208,19-20
1094120,"cgowq,dtaqt",F100-2208,19-20
1450560,"rpgim,qewbx",F100-2208,19-20
0694920,"todro,xmnqf",F100-2208,20-21
2160768,"azekw,dbrgp",F100-2208,19-20
9780636,"ijngg,klmql",F100-2208,19-20
6934881,"hzvvu,taklk",F100-2208,20-21
7592425,"trbhm,qowvm",F100-2208,20-21
6804533,"onrmr,xcrdl",F100-2208,19-20
1784672,"tfrju,rcvga",F100-2208,19-20
7458450,"burhf,sjazd",F100-2208,20-21
2921183,"hldbs,mnlbt",F100-2208,19-20
1623433,"dffpj,jwlcq",F100-2208,20-21
1600525,"cukgk,vzogx",F100-2208,19-20
1902634,"fnocv,ntmyg",F100-2208,19-20
4442946,"ftrxg,mhyep",F100-2208,19-20
3972368,"plktm,qojdq",F100-2208,20-21
5892412,"muego,zqils",F100-2208,19-20
2901423,"msbqn,nmrea",F100-2208,19-20
7897210,"spiqi,tovpx",F100-2208,19-20
7108281,"ocqyk,lqnqc",F100-2208,19-20
3419575,"ksklu,fioia",F100-2208,19-20
9618933,"xjzde,kixcf",F100-2208,19-20
2615032,"rmhcu,frvaq",F100-2208,19-20
7031655,"mpgjd,qujkj",F100-2208,20-21
5228695,"aeemq,xdsac",F100-2208,20-21
1845205,"voszj,iibrr",F100-2208,19-20
6715950,"iupjp,emdcq",F100-2208,20-21
6110002,"tlbua,bvydw",F100-2208,19-20
1335701,"ujemt,cbsqs",F100-2208,20-21
2865263,"sgxyy,jhpkn",F100-2208,19-20
2702798,"whpxp,rfrfq",F100-2208,19-20
9341792,"zognz,altnz",F100-2208,19-20
5464911,"lspmk,kvktp",F100-2208,20-21
6230991,"hklbo,pvoce",F100-2208,19-20
3523882,"uzbfh,wlslh",F100-2208,20-21
3307925,"nqlgk,nkgti",F100-2208,20-21
7724118,"hnoez,afvhy",F100-2208,20-21
5796230,"mvhie,vufei",F100-2208,19-20
5743687,"sqwec,zzqit",F100-2208,20-21
7172768,"xgjes,vufvb",F100-2208,19-20
8114792,"vvyso,wxpde",F100-2208,20-21
0127143,"qokon,hpltu",F100-2208,20-21
0727793,"qgdkt,auyrq",F100-2208,19-20
4667293,"sztmx,fkhlu",F100-2208,20-21
6570990,"asltu,fbocs",F100-2208,19-20
1361438,"mbrog,cywnc",F100-2208,19-20
8501126,"aqnud,qinav",F100-2208,19-20
3044377,"pflik,nluah",F100-2208,19-20
3125676,"krusg,wrgxs",F100-2208,20-21
7737716,"qksax,ehkch",F100-2208,20-21
1149293,"diseu,qkmoy",F100-2208,20-21
2816087,"cowwe,nmbyr",F100-2208,20-21
3714972,"ydwun,emxyd",F100-2208,19-20
6032151,"etvkz,iuopt",F100-2208,20-21
6065720,"pryqg,qmtbp",F100-2208,19-20
3344314,"zgiyn,suguk",F100-2208,19-20
9709375,"fdejk,cytku",F100-2208,19-20
6931319,"wezim,fsjou",F100-2208,19-20
6019375,"kzoxt,zgqhi",F100-2208,20-21
8264734,"xmvvt,crqwb",F100-2208,19-20
1081544,"zpref,pzkse",F100-2208,20-21
1846441,"llniu,dbplj",F100-2208,20-21
0426694,"fksun,anmun",F100-2208,20-21
0512650,"ujcjb,qditi",F100-2208,19-20
3542472,"udkej,vofpu",F100-2208,19-20
6451237,"kwrzq,ujibb",F100-2208,19-20
9474237,"qtbmx,frxio",F100-2208,19-20
8573919,"gcyyg,yyqyo",F100-2208,20-21
4614936,"jwqax,aiwgi",F100-2208,19-20
8485174,"qmtby,orcus",F100-2208,19-20
9192385,"vkxll,gaalt",F100-2208,19-20
6967743,"kdjrv,uugat",F100-2208,20-21
8457489,"wsspl,ccofb",F100-2208,20-21
1585540,"mmhvn,pshpg",F100-2208,20-21
6238963,"bztcp,agayj",F100-2208,20-21
5993804,"szzog,pbmec",F100-2208,19-20
3788902,"absdp,kaxes",F100-2208,20-21
7506533,"wotxo,nmawr",F100-2208,20-21
4363927,"aeuao,zdbkv",F100-2208,20-21
4677924,"idazn,xsnya",F100-2208,19-20
6798187,"xycso,nkecu",F100-2208,19-20
5043561,"zcydr,kwgib",F100-2208,20-21
8360731,"wqmsv,rjlug",F100-2208,19-20
6360532,"qwthr,dejua",F100-2208,20-21
0083587,"deabr,tgtix",F100-2208,19-20
3863337,"npkvq,hoceq",F100-2208,20-21
1302707,"ntsdm,asmnm",F100-2208,19-20
6163034,"hlnqu,puerr",F100-2208,19-20
4270626,"bpwmn,uhtqf",F100-2208,19-20
8510867,"kuxut,nigiq",F100-2208,20-21
7623323,"dytmk,kefne",F100-2208,20-21
8724151,"xvkui,fzakf",F100-2208,19-20
3367712,"pjsvn,inwtg",F100-2208,19-20
8818543,"qhdzf,htixq",F100-2208,20-21
2920728,"jxcnr,pyuik",F100-2208,20-21
1140382,"lrvaq,oehkk",F100-2208,20-21
9075686,"nrytm,bgzbf",F100-2208,20-21
1203174,"hudht,yyiyl",F100-2208,19-20
5346299,"kdgog,gnwet",F100-2208,19-20
4161325,"smgxp,yakbu",F100-2208,19-20
6077695,"cokix,tzxqz",F100-2208,20-21
5697209,"sdlgr,wsslf",F100-2208,19-20
9653656,"kslzq,gzatk",F100-2208,19-20
0626147,"oafvb,yvqqq",F100-2208,19-20
8876279,"ouolf,rksjp",F100-2208,19-20
5089801,"xjsdx,vgmxa",F100-2208,19-20
7443443,"qvbyt,pjwaq",F100-2208,19-20
0414812,"xtlkv,njxnu",F100-2208,19-20
1314763,"qpcsz,ilofb",F100-2208,19-20
4332782,"pfrko,acopd",F100-2208,19-20
1290999,"xahqk,zrnfs",F100-2208,19-20
9511550,"lrrvw,nypdu",F100-2208,20-21
9424084,"geiou,lazoy",F100-2208,20-21
3068898,"tkblf,pqhwi",F100-2208,19-20
4817277,"jxvwy,cnhbu",F100-2208,19-20
7565987,"wrzpo,gaqaz",F100-2208,19-20
3824183,"nqdiu,vvbfy",F100-2208,19-20
3622208,"loshf,qwloo",F100-2208,20-21
9318920,"tlgtu,wkbfn",F100-2208,19-20
4607847,"egpeg,vrnqb",F100-2208,20-21
7424957,"cauiz,lqebf",F100-2208,20-21
1298637,"pshly,qzxbl",F100-2208,19-20
1932874,"vbzpg,kdvux",F100-2208,20-21
3514858,"jjdca,tarqh",F100-2208,19-20
2476288,"vsqsa,fcreo",F100-2208,19-20
0943974,"hwcvc,lttsr",F100-2208,20-21
4389634,"rhrzh,bwmux",F100-2208,20-21
8640101,"mxrxg,kgndl",F100-2208,20-21
5785971,"krpcr,cyplf",F100-2208,20-21
8880158,"bijhs,pcjgl",F100-2208,19-20
8738993,"gxozw,lbixe",F100-2208,20-21
2502706,"xdvbv,efqup",F100-2208,20-21
2796236,"bssmn,tjoqg",F100-2208,20-21
6303480,"dofmi,mhdis",F100-2208,19-20
2078560,"pknca,hlsah",F100-2208,19-20
5667783,"sszye,yjgcc",F100-2208,19-20
5752388,"cmmie,fxqvo",F100-2208,19-20
9967733,"ucenv,repcs",F100-2208,20-21
9006336,"zzmat,fmtup",F100-2208,19-20
6173530,"qjnxq,hluub",F100-2208,20-21
5842648,"bgkeu,mwzjh",F100-2208,20-21
6435584,"ghhiv,pmwsx",F100-2208,19-20
6942394,"psnsb,gaoah",F100-2208,19-20
7084941,"mypqp,yssvx",F100-2208,20-21
3851027,"vsoip,stevg",F100-2208,19-20
4858264,"vbtqk,qwxug",F100-2208,19-20
7941947,"eeahh,pitnu",F100-2208,19-20
7670138,"qdnng,chxss",F100-2208,20-21
5309222,"dtabi,ntode",F100-2208,20-21
4386005,"epdnf,ffxrg",F100-2208,20-21
3301744,"ksiki,rpuqo",F100-2208,19-20
2139248,"mtoxq,agoys",F100-2208,20-21
6903993,"qtppl,qitym",F100-2208,19-20
1471798,"bveku,udkry",F100-2208,19-20
3088456,"svtrz,mufww",F100-2208,20-21
2965794,"txoyb,tjvrw",F100-2208,19-20
3143704,"ldwgo,prndy",F100-2208,19-20
7540322,"vsruo,lmbln",F100-2208,20-21
4845589,"iznzx,nedvl",F100-2208,19-20
4958975,"jdier,srdeu",F100-2208,19-20
9528953,"lapis,yazod",F100-2208,20-21
7029825,"hswea,iqyfk",F100-2208,19-20
6557634,"lipbs,duwod",F100-2208,19-20
6115274,"qrfnv,iuhyj",F100-2208,19-20
9127389,"tkogr,eqval",F100-2208,19-20
1755652,"fooxp,thugj",F100-2208,20-21
4640468,"pacfh,isbzs",F100-2208,20-21
0508238,"cuayj,knohd",F100-2208,20-21
1954420,"bvmjg,msrts",F100-2208,20-21
2487760,"plsfg,vytxl",F100-2208,20-21
1282813,"tyzdd,xadks",F100-2208,20-21
5352315,"aktav,ymbjb",F100-2208,19-20
5774077,"jvjjl,ehxic",F100-2208,19-20
6713178,"ogmcm,fwaab",F100-2208,20-21
3411222,"pkgbt,vcjol",F100-2208,19-20
2748179,"veilz,xwjcb",F100-2208,19-20
3726944,"ejdzg,fnrwx",F100-2208,19-20
6615100,"gkvlg,ysjck",F100-2208,20-21
6994750,"xwpna,plldt",F100-2208,19-20
3512720,"qalwh,ozlfd",F100-2208,20-21
1138875,"jcuum,krywp",F100-2208,19-20
1590784,"peygw,yrhhl",F100-2208,20-21
5106262,"zqxte,ynwgh",F100-2208,19-20
1640261,"pxhrj,ajkvw",F100-2208,20-21
3476736,"baefa,sofvv",F100-2208,19-20
4412687,"vghws,xwitb",F100-2208,19-20
1469302,"aoszl,fytwp",F100-2208,19-20
2932239,"klcsz,dsqjy",F100-2208,19-20
9275155,"ewhkz,jvflz",F100-2208,19-20
3077369,"pbclz,lrarv",F100-2208,19-20
8415590,"ktgeg,vclrl",F100-2208,19-20
7428094,"dtrdr,tkmtm",F100-2208,20-21
6323419,"gmmoo,yrjce",F100-2208,20-21
5213585,"rognl,vywoj",F100-2208,19-20
2885841,"dyapx,awabl",F100-2208,19-20
7371823,"gxooz,kmqch",F100-2208,20-21
6899841,"oqzjq,ibwxe",F100-2208,19-20
6050692,"ecmxc,jpupl",F100-2208,20-21
9267102,"dbafh,ondkx",F100-2208,19-20
8017428,"mxhhp,knxaa",F100-2208,20-21
1126807,"ndiqd,cmrpp",F100-2208,19-20
3297834,"wdwwr,qvefv",F100-2208,19-20
5503730,"ogypp,jvyqy",F100-2208,20-21
4884058,"foyub,ihtmw",F100-2208,19-20
6134300,"vmgiw,zuney",F100-2208,19-20
8722250,"ibhti,cqzdf",F100-2208,20-21
5660499,"oommm,dbjnl",F100-2208,19-20
5513983,"itoif,tjumb",F100-2208,20-21
2586863,"eakcx,wkizi",F100-2208,20-21
0293812,"wlipe,ujvjn",F100-2208,20-21
1474573,"acdsk,njmns",F100-2208,19-20
2793091,"xwsuz,eeygo",F100-2208,20-21
2866946,"kerio,wegbf",F100-2208,20-21
7643072,"rdrcm,ahexv",F100-2208,19-20
4065514,"iytpy,pctlr",F100-2208,20-21
7198169,"ykswl,xurny",F100-2208,19-20
2910521,"ptkos,llmoe",F100-2208,20-21
8206656,"skprb,ccypv",F100-2208,20-21
0251640,"agodf,flyly",F100-2208,20-21
7804487,"dgofy,xvnzr",F100-2208,19-20
9908060,"lbzbs,azwaj",F100-2208,20-21
4127632,"cvcgz,luubz",F100-2208,20-21
8920982,"bwnlr,jyzvo",F100-2208,19-20
9068048,"mowbl,iymwp",F100-2208,20-21
7808928,"ayihe,iroag",F100-2208,19-20
4135158,"ubzht,adsbh",F100-2208,20-21
3448743,"rhiaz,dmssg",F100-2208,19-20
7243104,"xuwzy,klxxa",F100-2208,19-20
1490679,"fxuzx,zuckm",F100-2208,20-21
8908815,"wdrdt,hqthw",F100-2208,20-21
3095108,"wmkxf,lmbxg",F100-2208,19-20
8796236,"iiocy,qnwdb",F100-2208,19-20
0921694,"nxvkf,grehv",F100-2208,19-20
8346289,"bhxpp,rqvfg",F100-2208,19-20
1545411,"aklih,uakse",F100-2208,19-20
5466661,"mzabt,xuejk",F100-2208,20-21
6048829,"bhzrd,fccmp",F100-2208,20-21
2553472,"rlfpn,lrgmd",F100-2208,19-20
1003062,"xkatl,qekmr",F100-2208,19-20
9598218,"nqqgb,cndiz",F100-2208,20-21
1917374,"yqcvv,hqydq",F100-2208,20-21
5281725,"neqjm,isplj",F100-2208,19-20
0196429,"yflff,wzjsu",F100-2208,20-21
5602692,"myacu,ikatg",F100-2208,19-20
8405819,"rjkak,nmcey",F100-2208,20-21
4928806,"rwcrh,cdejn",F100-2208,19-20
